datetime,temperature,humidity
2021-05-12 12:41:55.662,18.0,30.0
2021-05-12 12:41:58.020,18.0,30.0
2021-05-12 12:42:00.378,18.0,30.0
2021-05-12 12:42:02.735,18.0,30.0
2021-05-12 12:42:05.093,18.0,30.0
2021-05-12 12:42:07.443,18.0,30.0
2021-05-12 12:42:09.801,18.0,30.0
2021-05-12 12:42:12.158,17.0,30.0
2021-05-12 12:42:14.516,17.0,30.0
2021-05-12 12:42:16.874,17.0,31.0
2021-05-12 12:42:19.232,17.0,31.0
2021-05-12 12:42:21.590,17.0,31.0
2021-05-12 12:42:23.948,17.0,31.0
2021-05-12 12:42:26.243,17.0,31.0
2021-05-12 12:42:28.594,17.0,31.0
2021-05-12 12:42:30.952,17.0,31.0
2021-05-12 12:42:33.303,17.0,31.0
2021-05-12 12:42:35.653,17.0,31.0
2021-05-12 12:42:38.003,17.0,31.0
2021-05-12 12:42:40.293,17.0,31.0
2021-05-12 12:42:42.643,17.0,31.0
2021-05-12 12:42:45.001,17.0,31.0
2021-05-12 12:42:47.359,17.0,31.0
2021-05-12 12:42:49.716,17.0,31.0
2021-05-12 12:42:52.074,17.0,31.0
2021-05-12 12:42:54.432,17.0,31.0
2021-05-12 12:42:56.723,17.0,31.0
2021-05-12 12:42:58.993,17.0,31.0
2021-05-12 12:43:01.351,17.0,31.0
2021-05-12 12:43:03.633,17.0,31.0
2021-05-12 12:43:05.991,17.0,31.0
2021-05-12 12:43:08.349,17.0,31.0
2021-05-12 12:43:10.706,17.0,31.0
2021-05-12 12:43:13.064,17.0,31.0
2021-05-12 12:43:15.422,17.0,31.0
2021-05-12 12:43:17.780,17.0,31.0
2021-05-12 12:43:20.138,17.0,31.0
2021-05-12 12:43:22.496,17.0,31.0
2021-05-12 12:43:24.853,17.0,31.0
2021-05-12 12:43:27.211,17.0,31.0
2021-05-12 12:43:29.569,17.0,31.0
2021-05-12 12:43:31.927,17.0,31.0
2021-05-12 12:43:34.253,17.0,31.0
2021-05-12 12:43:36.610,17.0,31.0
2021-05-12 12:43:38.892,17.0,31.0
2021-05-12 12:43:41.250,17.0,31.0
2021-05-12 12:43:43.608,17.0,31.0
2021-05-12 12:43:45.966,17.0,31.0
2021-05-12 12:43:48.243,17.0,31.0
2021-05-12 12:43:50.601,16.0,31.0
2021-05-12 12:43:52.959,16.0,31.0
2021-05-12 12:43:55.318,16.0,31.0
2021-05-12 12:43:57.676,16.0,31.0
2021-05-12 12:44:00.034,16.0,31.0
2021-05-12 12:44:02.392,16.0,31.0
2021-05-12 12:44:04.750,16.0,31.0
2021-05-12 12:44:07.108,16.0,31.0
2021-05-12 12:44:09.464,16.0,31.0
2021-05-12 12:44:11.724,16.0,31.0
2021-05-12 12:44:13.984,16.0,31.0
2021-05-12 12:44:16.244,16.0,31.0
