datetime,temperature,humidity
2021-05-12 10:55:53.134,19.0,31.0
2021-05-12 10:55:55.394,19.0,30.0
2021-05-12 10:55:57.653,19.0,30.0
2021-05-12 10:56:02.175,19.0,30.0
2021-05-12 10:56:04.436,19.0,30.0
2021-05-12 10:56:06.696,19.0,30.0
2021-05-12 10:56:08.957,19.0,30.0
2021-05-12 10:56:11.217,19.0,30.0
2021-05-12 10:56:13.478,19.0,30.0
2021-05-12 10:56:15.738,19.0,30.0
2021-05-12 10:56:17.999,19.0,30.0
2021-05-12 10:56:20.259,19.0,30.0
2021-05-12 10:56:22.520,19.0,30.0
2021-05-12 10:56:24.779,19.0,29.0
2021-05-12 10:56:27.040,19.0,30.0
2021-05-12 10:56:29.300,19.0,29.0
2021-05-12 10:56:31.560,19.0,29.0
2021-05-12 10:56:33.820,19.0,29.0
2021-05-12 10:56:36.081,19.0,29.0
2021-05-12 10:56:38.341,19.0,29.0
2021-05-12 10:56:40.602,19.0,29.0
2021-05-12 10:56:42.862,19.0,29.0
2021-05-12 10:56:45.123,19.0,29.0
2021-05-12 10:56:47.383,19.0,29.0
2021-05-12 10:56:49.643,19.0,29.0
2021-05-12 10:56:51.904,19.0,29.0
2021-05-12 10:56:54.164,19.0,29.0
2021-05-12 10:56:56.425,19.0,29.0
2021-05-12 10:56:58.685,19.0,29.0
2021-05-12 10:57:00.946,19.0,29.0
2021-05-12 10:57:03.206,19.0,29.0
2021-05-12 10:57:05.467,19.0,29.0
2021-05-12 10:57:07.727,19.0,29.0
2021-05-12 10:57:09.988,19.0,29.0
2021-05-12 10:57:12.248,19.0,29.0
2021-05-12 10:57:14.510,19.0,29.0
2021-05-12 10:57:16.770,19.0,29.0
2021-05-12 10:57:19.031,19.0,29.0
2021-05-12 10:57:21.291,19.0,29.0
2021-05-12 10:57:23.552,19.0,29.0
2021-05-12 10:57:25.812,19.0,29.0
2021-05-12 10:57:28.073,19.0,29.0
2021-05-12 10:57:30.333,19.0,29.0
2021-05-12 10:57:32.593,19.0,29.0
2021-05-12 10:57:34.854,19.0,29.0
2021-05-12 10:57:37.114,19.0,29.0
2021-05-12 10:57:39.374,19.0,29.0
2021-05-12 10:57:41.634,19.0,29.0
2021-05-12 10:57:43.896,19.0,29.0
2021-05-12 10:57:46.156,19.0,29.0
2021-05-12 10:57:48.417,19.0,29.0
2021-05-12 10:57:50.677,19.0,29.0
2021-05-12 10:57:52.937,19.0,29.0
2021-05-12 10:57:55.198,19.0,29.0
2021-05-12 10:57:57.458,19.0,29.0
2021-05-12 10:57:59.718,19.0,29.0
2021-05-12 10:58:01.978,19.0,29.0
2021-05-12 10:58:04.239,19.0,29.0
2021-05-12 10:58:06.499,19.0,29.0
2021-05-12 10:58:08.759,19.0,29.0
2021-05-12 10:58:11.020,19.0,29.0
