datetime,temperature,humidity
2021-05-12 12:32:36.571,19.0,27.0
2021-05-12 12:32:41.093,19.0,27.0
2021-05-12 12:32:43.354,19.0,28.0
2021-05-12 12:32:45.615,19.0,28.0
2021-05-12 12:32:47.875,19.0,28.0
2021-05-12 12:32:50.136,19.0,28.0
2021-05-12 12:32:52.396,19.0,28.0
2021-05-12 12:32:54.657,19.0,28.0
2021-05-12 12:32:56.917,19.0,28.0
2021-05-12 12:32:59.178,19.0,28.0
2021-05-12 12:33:01.438,19.0,28.0
2021-05-12 12:33:03.699,19.0,28.0
2021-05-12 12:33:05.959,19.0,28.0
2021-05-12 12:33:08.220,19.0,28.0
2021-05-12 12:33:10.480,19.0,28.0
2021-05-12 12:33:12.740,19.0,28.0
2021-05-12 12:33:15.001,19.0,29.0
2021-05-12 12:33:17.261,19.0,29.0
2021-05-12 12:33:19.522,18.0,29.0
2021-05-12 12:33:21.782,19.0,29.0
2021-05-12 12:33:24.042,19.0,29.0
2021-05-12 12:33:26.303,19.0,29.0
2021-05-12 12:33:28.563,19.0,29.0
2021-05-12 12:33:30.824,19.0,29.0
2021-05-12 12:33:33.084,19.0,29.0
2021-05-12 12:33:35.346,19.0,29.0
2021-05-12 12:33:37.606,19.0,29.0
2021-05-12 12:33:39.866,19.0,29.0
2021-05-12 12:33:42.127,20.0,29.0
2021-05-12 12:33:44.388,20.0,29.0
2021-05-12 12:33:46.648,20.0,29.0
2021-05-12 12:33:48.908,20.0,28.0
2021-05-12 12:33:51.169,20.0,28.0
2021-05-12 12:33:53.429,20.0,28.0
2021-05-12 12:33:55.689,21.0,28.0
2021-05-12 12:33:57.950,21.0,28.0
2021-05-12 12:34:00.210,21.0,28.0
2021-05-12 12:34:02.470,21.0,27.0
2021-05-12 12:34:04.731,21.0,27.0
2021-05-12 12:34:06.991,21.0,27.0
2021-05-12 12:34:09.251,22.0,27.0
2021-05-12 12:34:11.512,22.0,27.0
2021-05-12 12:34:13.773,22.0,27.0
2021-05-12 12:34:16.033,22.0,26.0
2021-05-12 12:34:18.293,22.0,26.0
2021-05-12 12:34:20.553,22.0,26.0
2021-05-12 12:34:22.814,23.0,26.0
2021-05-12 12:34:25.074,23.0,26.0
2021-05-12 12:34:27.335,23.0,26.0
2021-05-12 12:34:29.597,23.0,26.0
2021-05-12 12:34:31.857,23.0,25.0
2021-05-12 12:34:34.118,23.0,25.0
2021-05-12 12:34:36.378,23.0,25.0
2021-05-12 12:34:38.640,23.0,25.0
2021-05-12 12:34:40.902,24.0,25.0
2021-05-12 12:34:43.162,24.0,25.0
2021-05-12 12:34:45.423,24.0,25.0
2021-05-12 12:34:47.684,24.0,24.0
2021-05-12 12:34:49.944,24.0,24.0
2021-05-12 12:34:52.205,24.0,24.0
2021-05-12 12:34:54.465,24.0,24.0
