datetime,temperature,humidity
2021-05-12 12:25:40.968,17.0,31.0
2021-05-12 12:25:43.228,17.0,31.0
2021-05-12 12:25:45.488,17.0,31.0
2021-05-12 12:25:47.748,17.0,31.0
2021-05-12 12:25:50.009,17.0,31.0
2021-05-12 12:25:52.269,17.0,31.0
2021-05-12 12:25:54.529,17.0,31.0
2021-05-12 12:25:56.789,17.0,31.0
2021-05-12 12:25:59.050,17.0,31.0
2021-05-12 12:26:01.310,17.0,31.0
2021-05-12 12:26:03.570,17.0,31.0
2021-05-12 12:26:05.831,17.0,31.0
2021-05-12 12:26:08.091,17.0,31.0
2021-05-12 12:26:10.352,17.0,31.0
2021-05-12 12:26:12.612,17.0,31.0
2021-05-12 12:26:14.873,17.0,31.0
2021-05-12 12:26:17.133,17.0,31.0
2021-05-12 12:26:19.394,17.0,31.0
2021-05-12 12:26:21.654,17.0,31.0
2021-05-12 12:26:23.914,17.0,32.0
2021-05-12 12:26:26.175,17.0,32.0
2021-05-12 12:26:28.434,17.0,32.0
2021-05-12 12:26:30.694,17.0,32.0
2021-05-12 12:26:32.954,17.0,32.0
2021-05-12 12:26:35.215,17.0,32.0
2021-05-12 12:26:37.475,17.0,32.0
2021-05-12 12:26:39.736,17.0,32.0
2021-05-12 12:26:41.996,17.0,31.0
2021-05-12 12:26:44.262,17.0,31.0
2021-05-12 12:26:46.620,17.0,31.0
2021-05-12 12:26:48.978,17.0,31.0
2021-05-12 12:26:51.284,17.0,31.0
2021-05-12 12:26:53.544,17.0,31.0
2021-05-12 12:26:55.805,17.0,31.0
2021-05-12 12:26:58.065,17.0,31.0
2021-05-12 12:27:00.326,17.0,31.0
2021-05-12 12:27:02.586,17.0,31.0
2021-05-12 12:27:04.846,18.0,31.0
2021-05-12 12:27:07.107,18.0,31.0
2021-05-12 12:27:09.367,18.0,31.0
2021-05-12 12:27:11.628,18.0,31.0
2021-05-12 12:27:13.888,18.0,31.0
2021-05-12 12:27:16.148,18.0,31.0
2021-05-12 12:27:18.409,18.0,31.0
2021-05-12 12:27:20.669,18.0,31.0
2021-05-12 12:27:22.930,18.0,31.0
2021-05-12 12:27:25.190,18.0,30.0
2021-05-12 12:27:27.451,18.0,30.0
2021-05-12 12:27:29.711,18.0,30.0
2021-05-12 12:27:31.971,18.0,31.0
2021-05-12 12:27:34.232,18.0,31.0
2021-05-12 12:27:36.492,18.0,31.0
2021-05-12 12:27:38.753,19.0,31.0
2021-05-12 12:27:41.013,19.0,31.0
2021-05-12 12:27:43.274,19.0,31.0
2021-05-12 12:27:45.534,19.0,31.0
2021-05-12 12:27:47.794,19.0,31.0
2021-05-12 12:27:50.055,19.0,31.0
2021-05-12 12:27:52.315,19.0,31.0
2021-05-12 12:27:54.577,19.0,30.0
2021-05-12 12:27:56.837,19.0,30.0
