datetime,temperature,humidity
2021-05-12 12:07:10.940,14.0,35.0
2021-05-12 12:07:13.200,14.0,35.0
2021-05-12 12:07:15.460,14.0,35.0
2021-05-12 12:07:17.721,14.0,35.0
2021-05-12 12:07:19.981,14.0,35.0
2021-05-12 12:07:22.241,14.0,35.0
2021-05-12 12:07:24.503,14.0,35.0
2021-05-12 12:07:26.763,14.0,35.0
2021-05-12 12:07:29.023,14.0,35.0
2021-05-12 12:07:31.283,14.0,35.0
2021-05-12 12:07:33.543,14.0,35.0
2021-05-12 12:07:35.804,14.0,35.0
2021-05-12 12:07:38.064,14.0,35.0
2021-05-12 12:07:40.325,14.0,35.0
2021-05-12 12:07:42.587,14.0,35.0
2021-05-12 12:07:44.847,14.0,35.0
2021-05-12 12:07:47.108,14.0,35.0
2021-05-12 12:07:49.368,14.0,35.0
2021-05-12 12:07:51.628,14.0,35.0
2021-05-12 12:07:53.889,14.0,35.0
2021-05-12 12:07:56.149,14.0,35.0
2021-05-12 12:07:58.409,14.0,35.0
2021-05-12 12:08:00.669,14.0,35.0
2021-05-12 12:08:02.930,14.0,35.0
2021-05-12 12:08:05.190,14.0,35.0
2021-05-12 12:08:07.450,14.0,35.0
2021-05-12 12:08:09.711,14.0,35.0
2021-05-12 12:08:11.971,14.0,35.0
2021-05-12 12:08:14.230,14.0,35.0
2021-05-12 12:08:16.490,14.0,35.0
2021-05-12 12:08:18.750,14.0,35.0
2021-05-12 12:08:21.010,14.0,35.0
2021-05-12 12:08:23.270,14.0,35.0
2021-05-12 12:08:25.531,14.0,35.0
2021-05-12 12:08:27.791,14.0,35.0
2021-05-12 12:08:30.051,14.0,35.0
2021-05-12 12:08:32.311,14.0,35.0
2021-05-12 12:08:34.571,14.0,35.0
2021-05-12 12:08:36.832,14.0,35.0
2021-05-12 12:08:39.092,14.0,35.0
2021-05-12 12:08:41.352,14.0,35.0
2021-05-12 12:08:43.612,14.0,35.0
2021-05-12 12:08:45.872,14.0,35.0
2021-05-12 12:08:48.133,14.0,35.0
2021-05-12 12:08:50.393,14.0,35.0
2021-05-12 12:08:52.654,14.0,35.0
2021-05-12 12:08:54.914,14.0,35.0
2021-05-12 12:08:57.174,14.0,35.0
2021-05-12 12:09:01.695,14.0,35.0
2021-05-12 12:09:03.956,14.0,35.0
2021-05-12 12:09:06.216,14.0,35.0
2021-05-12 12:09:08.476,14.0,35.0
2021-05-12 12:09:10.737,14.0,35.0
2021-05-12 12:09:12.997,14.0,35.0
2021-05-12 12:09:15.257,14.0,35.0
2021-05-12 12:09:17.518,14.0,35.0
2021-05-12 12:09:19.778,14.0,35.0
2021-05-12 12:09:22.039,14.0,35.0
2021-05-12 12:09:24.299,14.0,35.0
2021-05-12 12:09:26.559,14.0,35.0
2021-05-12 12:09:28.819,14.0,35.0
