datetime,temperature,humidity
2021-05-12 12:23:23.082,17.0,32.0
2021-05-12 12:23:25.343,17.0,32.0
2021-05-12 12:23:27.603,17.0,32.0
2021-05-12 12:23:29.863,17.0,32.0
2021-05-12 12:23:32.123,17.0,32.0
2021-05-12 12:23:34.384,17.0,32.0
2021-05-12 12:23:36.644,17.0,31.0
2021-05-12 12:23:38.904,17.0,31.0
2021-05-12 12:23:41.165,17.0,31.0
2021-05-12 12:23:43.426,17.0,31.0
2021-05-12 12:23:45.686,17.0,31.0
2021-05-12 12:23:47.947,17.0,31.0
2021-05-12 12:23:50.207,17.0,31.0
2021-05-12 12:23:52.468,17.0,31.0
2021-05-12 12:23:54.728,17.0,31.0
2021-05-12 12:23:56.989,17.0,31.0
2021-05-12 12:23:59.249,17.0,31.0
2021-05-12 12:24:01.509,17.0,31.0
2021-05-12 12:24:03.770,17.0,31.0
2021-05-12 12:24:06.030,17.0,31.0
2021-05-12 12:24:08.291,17.0,31.0
2021-05-12 12:24:10.551,17.0,31.0
2021-05-12 12:24:12.811,17.0,31.0
2021-05-12 12:24:15.072,18.0,31.0
2021-05-12 12:24:17.332,18.0,31.0
2021-05-12 12:24:19.593,18.0,31.0
2021-05-12 12:24:21.855,18.0,31.0
2021-05-12 12:24:24.115,18.0,31.0
2021-05-12 12:24:26.375,18.0,31.0
2021-05-12 12:24:28.635,18.0,31.0
2021-05-12 12:24:30.896,18.0,31.0
2021-05-12 12:24:33.156,18.0,31.0
2021-05-12 12:24:35.416,18.0,31.0
2021-05-12 12:24:37.677,18.0,31.0
2021-05-12 12:24:39.937,18.0,31.0
2021-05-12 12:24:42.197,18.0,31.0
2021-05-12 12:24:44.457,18.0,31.0
2021-05-12 12:24:46.718,18.0,31.0
2021-05-12 12:24:48.978,18.0,31.0
2021-05-12 12:24:51.238,18.0,31.0
2021-05-12 12:24:53.499,18.0,31.0
2021-05-12 12:24:55.759,18.0,31.0
2021-05-12 12:24:58.019,18.0,31.0
2021-05-12 12:25:00.281,18.0,31.0
2021-05-12 12:25:02.541,18.0,31.0
2021-05-12 12:25:04.801,18.0,31.0
2021-05-12 12:25:07.061,18.0,31.0
2021-05-12 12:25:09.322,18.0,31.0
2021-05-12 12:25:11.582,18.0,30.0
2021-05-12 12:25:13.842,18.0,30.0
2021-05-12 12:25:16.103,18.0,30.0
2021-05-12 12:25:18.363,18.0,30.0
2021-05-12 12:25:20.624,18.0,30.0
2021-05-12 12:25:22.884,18.0,30.0
2021-05-12 12:25:25.144,17.0,30.0
2021-05-12 12:25:27.405,17.0,30.0
2021-05-12 12:25:29.665,17.0,30.0
2021-05-12 12:25:31.925,17.0,30.0
2021-05-12 12:25:34.185,17.0,30.0
2021-05-12 12:25:36.445,17.0,30.0
2021-05-12 12:25:38.706,17.0,30.0
