datetime,temperature,humidity
2021-05-12 12:18:47.258,15.0,34.0
2021-05-12 12:18:49.518,15.0,34.0
2021-05-12 12:18:51.778,15.0,34.0
2021-05-12 12:18:54.039,15.0,34.0
2021-05-12 12:18:56.299,15.0,35.0
2021-05-12 12:18:58.559,15.0,35.0
2021-05-12 12:19:00.819,15.0,35.0
2021-05-12 12:19:03.080,15.0,35.0
2021-05-12 12:19:05.340,15.0,35.0
2021-05-12 12:19:07.600,15.0,34.0
2021-05-12 12:19:09.861,15.0,34.0
2021-05-12 12:19:12.121,15.0,34.0
2021-05-12 12:19:14.381,15.0,34.0
2021-05-12 12:19:16.642,15.0,34.0
2021-05-12 12:19:18.902,15.0,34.0
2021-05-12 12:19:21.162,15.0,34.0
2021-05-12 12:19:23.422,15.0,34.0
2021-05-12 12:19:25.683,15.0,34.0
2021-05-12 12:19:27.943,15.0,34.0
2021-05-12 12:19:30.203,15.0,34.0
2021-05-12 12:19:32.465,15.0,34.0
2021-05-12 12:19:34.725,15.0,34.0
2021-05-12 12:19:36.986,15.0,34.0
2021-05-12 12:19:39.247,15.0,34.0
2021-05-12 12:19:41.516,15.0,34.0
2021-05-12 12:19:43.787,15.0,34.0
2021-05-12 12:19:46.048,15.0,34.0
2021-05-12 12:19:48.308,15.0,34.0
2021-05-12 12:19:50.569,15.0,34.0
2021-05-12 12:19:52.830,15.0,34.0
2021-05-12 12:19:55.090,15.0,34.0
2021-05-12 12:19:57.350,15.0,34.0
2021-05-12 12:19:59.621,15.0,34.0
2021-05-12 12:20:01.882,15.0,34.0
2021-05-12 12:20:04.142,15.0,34.0
2021-05-12 12:20:06.402,15.0,34.0
2021-05-12 12:20:08.662,15.0,34.0
2021-05-12 12:20:10.926,15.0,34.0
2021-05-12 12:20:13.196,15.0,34.0
2021-05-12 12:20:15.456,15.0,34.0
2021-05-12 12:20:17.718,15.0,34.0
2021-05-12 12:20:19.979,15.0,34.0
2021-05-12 12:20:22.239,15.0,34.0
2021-05-12 12:20:24.499,15.0,34.0
2021-05-12 12:20:26.759,15.0,34.0
2021-05-12 12:20:29.020,15.0,34.0
2021-05-12 12:20:31.280,15.0,34.0
2021-05-12 12:20:33.541,15.0,34.0
2021-05-12 12:20:35.801,15.0,34.0
2021-05-12 12:20:38.063,15.0,34.0
2021-05-12 12:20:40.324,15.0,34.0
2021-05-12 12:20:42.594,15.0,34.0
2021-05-12 12:20:44.854,15.0,34.0
2021-05-12 12:20:47.115,15.0,34.0
2021-05-12 12:20:49.375,15.0,34.0
2021-05-12 12:20:51.635,15.0,34.0
2021-05-12 12:20:53.896,15.0,34.0
2021-05-12 12:20:56.156,15.0,34.0
2021-05-12 12:20:58.416,15.0,34.0
2021-05-12 12:21:00.676,15.0,34.0
2021-05-12 12:21:02.937,15.0,34.0
