datetime,temperature,humidity
2021-05-12 12:30:18.510,22.0,26.0
2021-05-12 12:30:20.867,22.0,26.0
2021-05-12 12:30:23.203,22.0,26.0
2021-05-12 12:30:25.464,22.0,25.0
2021-05-12 12:30:27.724,22.0,26.0
2021-05-12 12:30:29.985,22.0,25.0
2021-05-12 12:30:32.246,22.0,25.0
2021-05-12 12:30:34.506,22.0,25.0
2021-05-12 12:30:36.766,22.0,25.0
2021-05-12 12:30:39.027,22.0,25.0
2021-05-12 12:30:41.287,21.0,25.0
2021-05-12 12:30:43.547,21.0,25.0
2021-05-12 12:30:45.808,21.0,25.0
2021-05-12 12:30:48.068,21.0,25.0
2021-05-12 12:30:50.328,21.0,25.0
2021-05-12 12:30:52.589,21.0,25.0
2021-05-12 12:30:54.850,21.0,25.0
2021-05-12 12:30:57.111,21.0,25.0
2021-05-12 12:30:59.371,20.0,25.0
2021-05-12 12:31:01.632,20.0,25.0
2021-05-12 12:31:03.892,20.0,25.0
2021-05-12 12:31:06.153,20.0,26.0
2021-05-12 12:31:08.414,20.0,26.0
2021-05-12 12:31:10.674,20.0,26.0
2021-05-12 12:31:12.934,20.0,26.0
2021-05-12 12:31:15.194,20.0,26.0
2021-05-12 12:31:17.454,20.0,27.0
2021-05-12 12:31:19.715,19.0,27.0
2021-05-12 12:31:21.975,19.0,27.0
2021-05-12 12:31:24.235,19.0,27.0
2021-05-12 12:31:26.495,19.0,27.0
2021-05-12 12:31:28.756,19.0,27.0
2021-05-12 12:31:31.016,19.0,27.0
2021-05-12 12:31:33.277,19.0,27.0
2021-05-12 12:31:35.537,19.0,27.0
2021-05-12 12:31:37.798,19.0,27.0
2021-05-12 12:31:40.058,19.0,27.0
2021-05-12 12:31:42.319,19.0,27.0
2021-05-12 12:31:44.579,19.0,27.0
2021-05-12 12:31:46.839,19.0,27.0
2021-05-12 12:31:49.099,19.0,27.0
2021-05-12 12:31:51.360,19.0,27.0
2021-05-12 12:31:53.620,20.0,27.0
2021-05-12 12:31:55.881,20.0,27.0
2021-05-12 12:31:58.141,20.0,27.0
2021-05-12 12:32:00.401,20.0,27.0
2021-05-12 12:32:02.662,20.0,27.0
2021-05-12 12:32:04.922,20.0,28.0
2021-05-12 12:32:07.182,20.0,27.0
2021-05-12 12:32:09.443,20.0,27.0
2021-05-12 12:32:11.705,20.0,27.0
2021-05-12 12:32:13.965,20.0,27.0
2021-05-12 12:32:16.224,20.0,27.0
2021-05-12 12:32:18.484,20.0,27.0
2021-05-12 12:32:20.744,19.0,27.0
2021-05-12 12:32:23.004,19.0,27.0
2021-05-12 12:32:25.265,19.0,27.0
2021-05-12 12:32:27.525,19.0,27.0
2021-05-12 12:32:29.786,19.0,27.0
2021-05-12 12:32:32.048,19.0,27.0
2021-05-12 12:32:34.308,19.0,27.0
